symbol,date,close,prediction,probability,confidence
NSE:MIDHANI-EQ,2025-01-30,320.15,1.0,0.61,0.61
NSE:MIDSELIETF-EQ,2025-01-30,16.39,1.0,0.58,0.58
NSE:MIDSMALL-EQ,2025-01-30,45.74,1.0,0.58,0.58
NSE:MINDACORP-EQ,2025-01-30,532.85,1.0,0.55,0.55
NSE:MIRCELECTR-EQ,2025-01-30,17.96,1.0,0.55,0.55
NSE:MIRZAINT-EQ,2025-01-30,32.69,1.0,0.6,0.6
NSE:MMTC-EQ,2025-01-30,67.6,1.0,0.61,0.61
NSE:MOBIKWIK-EQ,2025-01-30,417.05,1.0,0.59,0.59
NSE:MODEFENCE-EQ,2025-01-30,67.34,1.0,0.55,0.55
NSE:MOHEALTH-EQ,2025-01-30,41.91,0.0,0.5,0.5
NSE:MOIL-EQ,2025-01-30,296.25,1.0,0.55,0.55
NSE:MOKSH-EQ,2025-01-30,16.27,1.0,0.54,0.54
NSE:MOL-EQ,2025-01-30,76.41,1.0,0.61,0.61
NSE:MOLDTKPAC-EQ,2025-01-30,533.85,1.0,0.56,0.56
NSE:MOM100-EQ,2025-01-30,56.49,1.0,0.53,0.53
NSE:MOM30IETF-EQ,2025-01-30,29.73,1.0,0.58,0.58
NSE:MOMENTUM-EQ,2025-01-30,29.63,1.0,0.61,0.61
NSE:MOMENTUM50-EQ,2025-01-30,49.07,1.0,0.61,0.61
NSE:MOMOMENTUM-EQ,2025-01-30,59.39,1.0,0.58,0.58
NSE:MON100-EQ,2025-01-30,206.9,1.0,0.6,0.6
NSE:MONARCH-EQ,2025-01-30,419.9,1.0,0.59,0.59
NSE:MONIFTY500-EQ,2025-01-30,21.56,1.0,0.58,0.58
NSE:MONQ50-EQ,2025-01-30,90.21,1.0,0.56,0.56
NSE:MOREALTY-EQ,2025-01-30,90.34,1.0,0.59,0.59
NSE:MOREPENLAB-EQ,2025-01-30,62.44,1.0,0.6,0.6
NSE:MOSMALL250-EQ,2025-01-30,15.58,1.0,0.58,0.58
NSE:MOTHERSON-EQ,2025-01-30,92.47,1.0,0.58,0.58
NSE:MOTILALOFS-EQ,2025-01-30,645.8,1.0,0.54,0.54
NSE:MOTISONS-EQ,2025-01-30,22.66,1.0,0.59,0.59
NSE:MPHASIS-EQ,2025-01-30,2867.6,1.0,0.54,0.54
NSE:MRPL-EQ,2025-01-30,126.39,1.0,0.6,0.6
NSE:MSPL-EQ,2025-01-30,35.44,0.0,0.5,0.5
NSE:MSTCLTD-EQ,2025-01-30,605.45,1.0,0.58,0.58
NSE:MSUMI-EQ,2025-01-30,36.41,1.0,0.58,0.58
NSE:MTARTECH-EQ,2025-01-30,1531.5,1.0,0.61,0.61
NSE:MTNL-EQ,2025-01-30,44.68,1.0,0.57,0.57
NSE:MUFIN-EQ,2025-01-30,93.09,1.0,0.59,0.59
NSE:MUFTI-EQ,2025-01-30,145.33,1.0,0.54,0.54
NSE:MUKANDLTD-EQ,2025-01-30,115.52,1.0,0.51,0.51
NSE:MUKKA-EQ,2025-01-30,36.35,1.0,0.6,0.6
NSE:MUNJALAU-EQ,2025-01-30,88.46,1.0,0.62,0.62
NSE:MUTHOOTFIN-EQ,2025-01-30,2209.65,1.0,0.58,0.58
NSE:MUTHOOTMF-EQ,2025-01-30,160.02,1.0,0.56,0.56
NSE:MVGJL-EQ,2025-01-30,241.35,1.0,0.58,0.58
NSE:NACLIND-BE,2025-01-30,67.63,1.0,0.57,0.57
NSE:NAM-INDIA-EQ,2025-01-30,573.1,1.0,0.61,0.61
NSE:NARMADA-EQ,2025-01-30,20.2,1.0,0.56,0.56
NSE:NATCOPHARM-EQ,2025-01-30,1161.85,1.0,0.62,0.62
NSE:NATIONALUM-EQ,2025-01-30,193.13,1.0,0.58,0.58
NSE:NAUKRI-EQ,2025-01-30,1525.78,1.0,0.55,0.55
NSE:NAVA-EQ,2025-01-30,432.9,0.0,0.5,0.5
NSE:NAVINFLUOR-EQ,2025-01-30,3908.25,1.0,0.55,0.55
NSE:NAVKARCORP-EQ,2025-01-30,120.51,1.0,0.55,0.55
NSE:NAZARA-EQ,2025-01-30,939.8,1.0,0.54,0.54
NSE:NBCC-EQ,2025-01-30,93.16,1.0,0.57,0.57
NSE:NCC-EQ,2025-01-30,241.9,1.0,0.57,0.57
NSE:NCLIND-EQ,2025-01-30,205.95,1.0,0.59,0.59
NSE:NDTV-BE,2025-01-30,141.64,1.0,0.62,0.62
NSE:NECCLTD-EQ,2025-01-30,30.87,1.0,0.61,0.61
NSE:NECLIFE-BE,2025-01-30,32.3,0.0,0.5,0.5
NSE:NELCO-EQ,2025-01-30,991.5,1.0,0.59,0.59
NSE:NESTLEIND-EQ,2025-01-30,2217.35,1.0,0.57,0.57
NSE:NETWEB-EQ,2025-01-30,1727.85,0.0,0.5,0.5
NSE:NETWORK18-EQ,2025-01-30,51.49,1.0,0.55,0.55
NSE:NEWGEN-EQ,2025-01-30,1050.2,1.0,0.56,0.56
NSE:NEXT50IETF-EQ,2025-01-30,64.89,1.0,0.58,0.58
NSE:NFL-EQ,2025-01-30,104.23,1.0,0.61,0.61
NSE:NGIL-EQ,2025-01-30,40.26,1.0,0.56,0.56
NSE:NH-EQ,2025-01-30,1304.2,1.0,0.58,0.58
NSE:NHPC-EQ,2025-01-30,75.47,1.0,0.62,0.62
NSE:NIACL-EQ,2025-01-30,177.76,1.0,0.52,0.52
NSE:NIF100IETF-EQ,2025-01-30,26.29,1.0,0.57,0.57
NSE:NIFTY1-EQ,2025-01-30,253.33,1.0,0.56,0.56
NSE:NIFTYBEES-EQ,2025-01-30,260.22,1.0,0.56,0.56
NSE:NIFTYETF-EQ,2025-01-30,248.26,1.0,0.56,0.56
NSE:NIFTYIETF-EQ,2025-01-30,258.88,1.0,0.56,0.56
NSE:NIFTYQLITY-EQ,2025-01-30,20.62,1.0,0.54,0.54
NSE:NIITLTD-EQ,2025-01-30,145.15,1.0,0.55,0.55
NSE:NIITMTS-EQ,2025-01-30,470.05,1.0,0.61,0.61
NSE:NITCO-EQ,2025-01-30,128.35,1.0,0.58,0.58
NSE:NITINSPIN-EQ,2025-01-30,392.25,1.0,0.58,0.58
NSE:NIVABUPA-EQ,2025-01-30,79.49,1.0,0.55,0.55
NSE:NLCINDIA-EQ,2025-01-30,212.07,1.0,0.51,0.51
NSE:NMDC-EQ,2025-01-30,65.04,1.0,0.59,0.59
NSE:NOCIL-EQ,2025-01-30,227.05,1.0,0.57,0.57
NSE:NORTHARC-EQ,2025-01-30,194.41,1.0,0.57,0.57
NSE:NOVAAGRI-EQ,2025-01-30,61.03,0.0,0.5,0.5
NSE:NRBBEARING-EQ,2025-01-30,253.1,1.0,0.59,0.59
NSE:NRL-BE,2025-01-30,98.67,1.0,0.59,0.59
NSE:NSLNISP-EQ,2025-01-30,40.67,1.0,0.61,0.61
NSE:NTPC-EQ,2025-01-30,323.0,1.0,0.58,0.58
NSE:NTPCGREEN-EQ,2025-01-30,113.96,1.0,0.62,0.62
NSE:NUVAMA-EQ,2025-01-30,5349.1,1.0,0.57,0.57
NSE:NUVOCO-EQ,2025-01-30,346.75,1.0,0.56,0.56
NSE:NYKAA-EQ,2025-01-30,168.59,1.0,0.59,0.59
NSE:OBEROIRLTY-EQ,2025-01-30,1755.7,1.0,0.6,0.6
NSE:OCCLLTD-BE,2025-01-30,85.93,1.0,0.59,0.59
NSE:OFSS-EQ,2025-01-30,8994.6,1.0,0.51,0.51
NSE:OIL-EQ,2025-01-30,417.75,1.0,0.59,0.59
NSE:OLAELEC-EQ,2025-01-30,66.79,1.0,0.61,0.61
NSE:OLECTRA-EQ,2025-01-30,1424.45,1.0,0.54,0.54
NSE:OMAXE-EQ,2025-01-30,93.56,0.0,0.5,0.5
NSE:OMINFRAL-EQ,2025-01-30,141.11,1.0,0.54,0.54
NSE:ONEPOINT-BE,2025-01-30,53.4,1.0,0.59,0.59
NSE:ONESOURCE-EQ,2025-01-30,1623.7,1.0,0.56,0.56
NSE:ONGC-EQ,2025-01-30,256.72,1.0,0.6,0.6
NSE:ONMOBILE-EQ,2025-01-30,61.46,1.0,0.58,0.58
NSE:ONWARDTEC-BE,2025-01-30,254.95,1.0,0.61,0.61
NSE:OPTIEMUS-EQ,2025-01-30,643.65,1.0,0.53,0.53
NSE:ORICONENT-EQ,2025-01-30,39.17,1.0,0.58,0.58
NSE:ORIENTCEM-EQ,2025-01-30,339.5,1.0,0.59,0.59
NSE:ORIENTELEC-EQ,2025-01-30,219.94,1.0,0.58,0.58
NSE:ORIENTHOT-EQ,2025-01-30,149.8,1.0,0.55,0.55
NSE:ORIENTPPR-EQ,2025-01-30,30.8,1.0,0.58,0.58
NSE:ORIENTTECH-EQ,2025-01-30,441.35,0.0,0.5,0.5
NSE:OSIAHYPER-BE,2025-01-30,27.55,0.0,0.5,0.5
NSE:OSWALGREEN-EQ,2025-01-30,46.02,1.0,0.57,0.57
NSE:PAISALO-EQ,2025-01-30,43.48,1.0,0.55,0.55
NSE:PAKKA-EQ,2025-01-30,262.3,1.0,0.58,0.58
NSE:PANACEABIO-EQ,2025-01-30,325.35,1.0,0.54,0.54
NSE:PAR-BE,2025-01-30,185.41,1.0,0.56,0.56
NSE:PARACABLES-EQ,2025-01-30,70.24,1.0,0.6,0.6
NSE:PARADEEP-EQ,2025-01-30,112.51,1.0,0.56,0.56
NSE:PARAGMILK-EQ,2025-01-30,165.57,1.0,0.57,0.57
NSE:PARAS-EQ,2025-01-30,530.9,1.0,0.57,0.57
NSE:PARKHOTELS-EQ,2025-01-30,180.72,1.0,0.53,0.53
NSE:PARSVNATH-BE,2025-01-30,21.99,1.0,0.57,0.57
NSE:PATANJALI-EQ,2025-01-30,1839.35,1.0,0.59,0.59
NSE:PATELENG-EQ,2025-01-30,47.55,1.0,0.6,0.6
NSE:PATINTLOG-EQ,2025-01-30,18.51,1.0,0.55,0.55
NSE:PAYTM-EQ,2025-01-30,771.9,1.0,0.55,0.55
NSE:PCBL-EQ,2025-01-30,363.65,1.0,0.61,0.61
NSE:PDMJEPAPER-EQ,2025-01-30,139.68,1.0,0.54,0.54
NSE:PDSL-EQ,2025-01-30,484.65,1.0,0.57,0.57
NSE:PEL-EQ,2025-01-30,976.3,1.0,0.57,0.57
NSE:PENIND-EQ,2025-01-30,159.71,1.0,0.59,0.59
NSE:PENINLAND-EQ,2025-01-30,35.56,1.0,0.55,0.55
NSE:PERSISTENT-EQ,2025-01-30,6056.7,1.0,0.56,0.56
NSE:PETRONET-EQ,2025-01-30,300.6,1.0,0.57,0.57
NSE:PFC-EQ,2025-01-30,413.7,1.0,0.59,0.59
NSE:PFS-EQ,2025-01-30,36.39,1.0,0.52,0.52
NSE:PGEL-EQ,2025-01-30,720.45,1.0,0.58,0.58
NSE:PHARMABEES-EQ,2025-01-30,21.85,1.0,0.56,0.56
NSE:PHOENIXLTD-EQ,2025-01-30,1599.15,0.0,0.5,0.5
NSE:PIDILITIND-EQ,2025-01-30,2886.55,1.0,0.57,0.57
NSE:PIIND-EQ,2025-01-30,3456.6,1.0,0.59,0.59
NSE:PLATIND-EQ,2025-01-30,296.6,1.0,0.54,0.54
NSE:PNB-EQ,2025-01-30,96.52,1.0,0.61,0.61
NSE:PNBGILTS-EQ,2025-01-30,96.02,1.0,0.57,0.57
NSE:PNBHOUSING-EQ,2025-01-30,861.7,1.0,0.6,0.6
NSE:PNCINFRA-EQ,2025-01-30,307.35,1.0,0.55,0.55
NSE:PNGJL-EQ,2025-01-30,538.3,1.0,0.6,0.6
NSE:POCL-EQ,2025-01-30,655.7,1.0,0.52,0.52
NSE:POKARNA-EQ,2025-01-30,1126.5,1.0,0.56,0.56
NSE:POLICYBZR-EQ,2025-01-30,1656.1,1.0,0.54,0.54
NSE:POLYCAB-EQ,2025-01-30,5788.45,1.0,0.59,0.59
NSE:POLYMED-EQ,2025-01-30,2304.3,1.0,0.54,0.54
NSE:POLYPLEX-EQ,2025-01-30,1116.45,1.0,0.62,0.62
NSE:POONAWALLA-EQ,2025-01-30,308.6,1.0,0.59,0.59
NSE:POWERGRID-EQ,2025-01-30,295.35,1.0,0.55,0.55
NSE:POWERINDIA-EQ,2025-01-30,12277.5,1.0,0.57,0.57
NSE:POWERMECH-EQ,2025-01-30,2017.75,1.0,0.54,0.54
NSE:PPL-EQ,2025-01-30,446.35,1.0,0.62,0.62
NSE:PPLPHARMA-EQ,2025-01-30,231.25,1.0,0.55,0.55
NSE:PRAJIND-EQ,2025-01-30,635.85,1.0,0.55,0.55
NSE:PRAKASH-EQ,2025-01-30,156.02,1.0,0.55,0.55
NSE:PRECAM-EQ,2025-01-30,291.15,1.0,0.62,0.62
NSE:PRECWIRE-EQ,2025-01-30,158.09,1.0,0.57,0.57
NSE:PREMEXPLN-EQ,2025-01-30,427.8,1.0,0.58,0.58
NSE:PREMIERENE-EQ,2025-01-30,949.5,1.0,0.59,0.59
NSE:PRESTIGE-EQ,2025-01-30,1342.35,1.0,0.61,0.61
NSE:PRICOLLTD-EQ,2025-01-30,495.7,1.0,0.58,0.58
NSE:PRIMESECU-EQ,2025-01-30,263.25,1.0,0.56,0.56
NSE:PRINCEPIPE-EQ,2025-01-30,358.0,1.0,0.62,0.62
NSE:PRITIKAUTO-EQ,2025-01-30,21.99,1.0,0.55,0.55
NSE:PROZONER-EQ,2025-01-30,36.0,1.0,0.55,0.55
NSE:PRSMJOHNSN-EQ,2025-01-30,137.87,1.0,0.61,0.61
NSE:PRUDENT-EQ,2025-01-30,1989.1,1.0,0.58,0.58
NSE:PSB-EQ,2025-01-30,47.11,1.0,0.61,0.61
NSE:PSUBANK-EQ,2025-01-30,623.39,1.0,0.56,0.56
NSE:PSUBNKBEES-EQ,2025-01-30,69.43,1.0,0.55,0.55
NSE:PSUBNKIETF-EQ,2025-01-30,62.9,1.0,0.62,0.62
NSE:PTC-EQ,2025-01-30,140.89,1.0,0.58,0.58
NSE:PVP-EQ,2025-01-30,29.86,1.0,0.59,0.59
NSE:PVRINOX-EQ,2025-01-30,1068.8,1.0,0.61,0.61
NSE:PVTBANIETF-EQ,2025-01-30,24.36,1.0,0.56,0.56
NSE:PYRAMID-EQ,2025-01-30,172.31,1.0,0.57,0.57
NSE:QUADFUTURE-EQ,2025-01-30,532.1,1.0,0.54,0.54
NSE:QUAL30IETF-EQ,2025-01-30,20.48,1.0,0.55,0.55
NSE:QUESS-EQ,2025-01-30,585.8,1.0,0.52,0.52
NSE:QUICKHEAL-EQ,2025-01-30,441.95,1.0,0.58,0.58
NSE:RADHIKAJWE-EQ,2025-01-30,103.62,1.0,0.52,0.52
NSE:RADIANTCMS-EQ,2025-01-30,66.42,1.0,0.58,0.58
NSE:RADICO-EQ,2025-01-30,2198.8,1.0,0.52,0.52
NSE:RAILTEL-EQ,2025-01-30,384.05,1.0,0.59,0.59
NSE:RAIN-EQ,2025-01-30,142.99,1.0,0.58,0.58
NSE:RAINBOW-EQ,2025-01-30,1430.0,1.0,0.55,0.55
NSE:RAJESHEXPO-EQ,2025-01-30,185.59,1.0,0.59,0.59
NSE:RALLIS-EQ,2025-01-30,236.1,1.0,0.61,0.61
NSE:RAMANEWS-BE,2025-01-30,17.83,1.0,0.51,0.51
NSE:RAMAPHO-BE,2025-01-30,104.83,1.0,0.58,0.58
NSE:RAMCOCEM-EQ,2025-01-30,925.4,1.0,0.59,0.59
NSE:RAMCOSYS-BE,2025-01-30,353.1,1.0,0.57,0.57
NSE:RANASUG-EQ,2025-01-30,17.55,1.0,0.59,0.59
NSE:RATEGAIN-EQ,2025-01-30,705.05,1.0,0.58,0.58
NSE:RATNAVEER-EQ,2025-01-30,157.29,1.0,0.54,0.54
NSE:RAYMOND-EQ,2025-01-30,1515.85,1.0,0.59,0.59
NSE:RAYMONDLSL-EQ,2025-01-30,1531.05,1.0,0.59,0.59
NSE:RBA-EQ,2025-01-30,71.41,1.0,0.58,0.58
NSE:RBLBANK-EQ,2025-01-30,162.5,1.0,0.57,0.57
NSE:RBZJEWEL-EQ,2025-01-30,183.07,1.0,0.59,0.59
NSE:RCF-EQ,2025-01-30,157.83,1.0,0.55,0.55
NSE:RECLTD-EQ,2025-01-30,440.35,1.0,0.62,0.62
NSE:REDINGTON-EQ,2025-01-30,211.61,1.0,0.55,0.55
NSE:REDTAPE-EQ,2025-01-30,168.24,1.0,0.55,0.55
NSE:REFEX-EQ,2025-01-30,465.35,1.0,0.58,0.58
NSE:RELIANCE-EQ,2025-01-30,1253.05,1.0,0.59,0.59
NSE:RELIGARE-EQ,2025-01-30,239.5,1.0,0.57,0.57
NSE:RELINFRA-BE,2025-01-30,250.85,1.0,0.59,0.59
NSE:RELTD-BE,2025-01-30,122.64,1.0,0.58,0.58
NSE:REMSONSIND-EQ,2025-01-30,117.13,1.0,0.59,0.59
NSE:RENUKA-EQ,2025-01-30,37.21,1.0,0.62,0.62
NSE:REPCOHOME-EQ,2025-01-30,393.2,1.0,0.54,0.54
NSE:RESPONIND-EQ,2025-01-30,245.34,1.0,0.52,0.52
NSE:RGL-EQ,2025-01-30,161.0,1.0,0.6,0.6
NSE:RHIM-EQ,2025-01-30,467.3,1.0,0.58,0.58
NSE:RICOAUTO-EQ,2025-01-30,85.05,1.0,0.55,0.55
NSE:RIIL-EQ,2025-01-30,950.85,1.0,0.59,0.59
NSE:RITCO-EQ,2025-01-30,351.75,1.0,0.55,0.55
NSE:RITES-EQ,2025-01-30,258.35,1.0,0.6,0.6
NSE:RKFORGE-EQ,2025-01-30,756.3,1.0,0.56,0.56
NSE:ROTO-EQ,2025-01-30,90.67,1.0,0.61,0.61
NSE:RPEL-EQ,2025-01-30,605.55,1.0,0.52,0.52
NSE:RPOWER-BE,2025-01-30,38.67,1.0,0.6,0.6
NSE:RPPINFRA-EQ,2025-01-30,177.44,1.0,0.6,0.6
NSE:RPPL-EQ,2025-01-30,33.88,1.0,0.57,0.57
NSE:RPTECH-EQ,2025-01-30,340.9,1.0,0.61,0.61
NSE:RRKABEL-EQ,2025-01-30,1225.55,1.0,0.61,0.61
NSE:RSYSTEMS-EQ,2025-01-30,422.2,1.0,0.58,0.58
NSE:RTNINDIA-EQ,2025-01-30,53.25,1.0,0.58,0.58
NSE:RUSHIL-EQ,2025-01-30,27.98,1.0,0.6,0.6
NSE:RVNL-EQ,2025-01-30,436.9,1.0,0.61,0.61
NSE:SADBHAV-EQ,2025-01-30,18.81,1.0,0.54,0.54
NSE:SADHNANIQ-BE,2025-01-30,32.99,1.0,0.59,0.59
NSE:SAGILITY-EQ,2025-01-30,47.72,1.0,0.56,0.56
NSE:SAIL-EQ,2025-01-30,105.45,1.0,0.58,0.58
NSE:SAILIFE-EQ,2025-01-30,668.5,1.0,0.6,0.6
NSE:SAKHTISUG-EQ,2025-01-30,27.77,1.0,0.62,0.62
NSE:SAKSOFT-EQ,2025-01-30,194.2,1.0,0.59,0.59
NSE:SALSTEEL-EQ,2025-01-30,20.02,1.0,0.56,0.56
NSE:SALZERELEC-EQ,2025-01-30,1261.6,1.0,0.51,0.51
NSE:SAMHI-EQ,2025-01-30,179.9,1.0,0.54,0.54
NSE:SAMMAANCAP-EQ,2025-01-30,140.87,1.0,0.55,0.55
NSE:SANATHAN-EQ,2025-01-30,351.6,1.0,0.59,0.59
NSE:SANDUMA-EQ,2025-01-30,381.5,1.0,0.56,0.56
NSE:SANGHIIND-EQ,2025-01-30,58.1,1.0,0.58,0.58
NSE:SANGHVIMOV-EQ,2025-01-30,252.7,0.0,0.5,0.5
NSE:SANSERA-EQ,2025-01-30,1249.95,1.0,0.6,0.6
NSE:SANSTAR-EQ,2025-01-30,110.37,1.0,0.6,0.6
NSE:SAPPHIRE-EQ,2025-01-30,290.05,1.0,0.59,0.59
NSE:SARDAEN-EQ,2025-01-30,460.45,1.0,0.56,0.56
NSE:SAREGAMA-EQ,2025-01-30,471.75,1.0,0.57,0.57
NSE:SARLAPOLY-BE,2025-01-30,86.34,1.0,0.58,0.58
NSE:SATIA-EQ,2025-01-30,85.33,1.0,0.61,0.61
NSE:SATIN-EQ,2025-01-30,145.7,1.0,0.6,0.6
NSE:SBCL-EQ,2025-01-30,511.2,1.0,0.59,0.59
NSE:SBFC-EQ,2025-01-30,85.1,1.0,0.57,0.57
NSE:SBGLP-BE,2025-01-30,117.19,1.0,0.54,0.54
NSE:SBICARD-EQ,2025-01-30,774.8,1.0,0.6,0.6
NSE:SBILIFE-EQ,2025-01-30,1472.9,1.0,0.55,0.55
NSE:SBIN-EQ,2025-01-30,762.6,1.0,0.54,0.54
NSE:SBISILVER-EQ,2025-01-30,91.41,1.0,0.55,0.55
NSE:SCHAND-EQ,2025-01-30,189.82,1.0,0.57,0.57
NSE:SCHNEIDER-BE,2025-01-30,650.55,1.0,0.6,0.6
NSE:SCI-EQ,2025-01-30,190.81,1.0,0.63,0.63
NSE:SCILAL-EQ,2025-01-30,56.96,1.0,0.61,0.61
NSE:SDBL-EQ,2025-01-30,102.58,1.0,0.61,0.61
NSE:SDL26BEES-EQ,2025-01-30,126.61,1.0,0.57,0.57
NSE:SELAN-EQ,2025-01-30,707.4,1.0,0.51,0.51
NSE:SELECTIPO-EQ,2025-01-30,265.7,1.0,0.57,0.57
NSE:SENCO-EQ,2025-01-30,450.65,1.0,0.56,0.56
NSE:SENORES-EQ,2025-01-30,540.65,0.0,0.5,0.5
NSE:SEQUENT-EQ,2025-01-30,163.28,1.0,0.6,0.6
NSE:SERVOTECH-EQ,2025-01-30,141.69,1.0,0.57,0.57
NSE:SETFGOLD-EQ,2025-01-30,70.21,1.0,0.61,0.61
NSE:SETFNIF50-EQ,2025-01-30,246.11,1.0,0.56,0.56
NSE:SETFNIFBK-EQ,2025-01-30,501.3,1.0,0.56,0.56
NSE:SFL-EQ,2025-01-30,906.45,1.0,0.61,0.61
NSE:SGLTL-BE,2025-01-30,169.64,1.0,0.55,0.55
NSE:SHAKTIPUMP-EQ,2025-01-30,942.9,0.0,0.5,0.5
NSE:SHALBY-EQ,2025-01-30,218.61,1.0,0.6,0.6
NSE:SHALPAINTS-EQ,2025-01-30,135.18,1.0,0.62,0.62
NSE:SHARDACROP-EQ,2025-01-30,580.35,1.0,0.58,0.58
NSE:SHAREINDIA-EQ,2025-01-30,236.0,1.0,0.57,0.57
NSE:SHILPAMED-BE,2025-01-30,705.25,1.0,0.52,0.52
NSE:SHIVALIK-EQ,2025-01-30,757.7,1.0,0.56,0.56
NSE:SHIVAMAUTO-EQ,2025-01-30,37.52,1.0,0.57,0.57
NSE:SHK-EQ,2025-01-30,211.41,1.0,0.52,0.52
NSE:SHREDIGCEM-EQ,2025-01-30,72.24,1.0,0.62,0.62
NSE:SHREERAMA-EQ,2025-01-30,36.02,0.0,0.5,0.5
NSE:SHRIRAMFIN-EQ,2025-01-30,538.3,1.0,0.54,0.54
NSE:SHRIRAMPPS-EQ,2025-01-30,87.91,1.0,0.58,0.58
NSE:SHYAMMETL-EQ,2025-01-30,779.6,1.0,0.51,0.51
NSE:SIEMENS-EQ,2025-01-30,5874.75,1.0,0.58,0.58
NSE:SIGACHI-EQ,2025-01-30,45.49,1.0,0.56,0.56
NSE:SIGNATURE-EQ,2025-01-30,1186.9,1.0,0.61,0.61
NSE:SIKKO-EQ,2025-01-30,90.3,1.0,0.58,0.58
NSE:SILGO-BE,2025-01-30,28.73,1.0,0.58,0.58
NSE:SILVER-EQ,2025-01-30,92.86,1.0,0.55,0.55
NSE:SILVER1-EQ,2025-01-30,90.67,1.0,0.58,0.58
NSE:SILVERBEES-EQ,2025-01-30,89.5,1.0,0.55,0.55
NSE:SILVERETF-EQ,2025-01-30,90.41,1.0,0.55,0.55
NSE:SILVERIETF-EQ,2025-01-30,92.88,1.0,0.56,0.56
NSE:SINCLAIR-EQ,2025-01-30,99.2,1.0,0.53,0.53
NSE:SINDHUTRAD-EQ,2025-01-30,17.71,1.0,0.57,0.57
NSE:SIS-EQ,2025-01-30,330.8,1.0,0.53,0.53
NSE:SIYSIL-EQ,2025-01-30,769.85,1.0,0.54,0.54
NSE:SJS-EQ,2025-01-30,914.3,1.0,0.58,0.58
NSE:SJVN-EQ,2025-01-30,94.64,1.0,0.6,0.6
NSE:SKIPPER-EQ,2025-01-30,424.65,1.0,0.54,0.54
NSE:SKYGOLD-EQ,2025-01-30,321.0,1.0,0.58,0.58
NSE:SMALLCAP-EQ,2025-01-30,42.82,1.0,0.61,0.61
NSE:SMCGLOBAL-EQ,2025-01-30,126.88,1.0,0.54,0.54
NSE:SMSPHARMA-EQ,2025-01-30,200.02,1.0,0.59,0.59
NSE:SNOWMAN-EQ,2025-01-30,61.81,1.0,0.57,0.57
NSE:SOBHA-EQ,2025-01-30,1299.55,1.0,0.55,0.55
NSE:SOLARA-EQ,2025-01-30,496.5,1.0,0.51,0.51
NSE:SOLARINDS-EQ,2025-01-30,10063.7,1.0,0.58,0.58
NSE:SONACOMS-EQ,2025-01-30,503.8,1.0,0.61,0.61
NSE:SONAMLTD-EQ,2025-01-30,52.5,1.0,0.57,0.57
NSE:SONATSOFTW-EQ,2025-01-30,522.15,1.0,0.58,0.58
NSE:SOUTHBANK-EQ,2025-01-30,25.88,1.0,0.62,0.62
NSE:SPANDANA-EQ,2025-01-30,314.25,1.0,0.57,0.57
NSE:SPARC-EQ,2025-01-30,157.83,1.0,0.61,0.61
NSE:SPENCERS-EQ,2025-01-30,80.47,1.0,0.55,0.55
NSE:SPIC-EQ,2025-01-30,75.06,1.0,0.57,0.57
NSE:SPLIL-BE,2025-01-30,55.35,1.0,0.57,0.57
NSE:SPMLINFRA-EQ,2025-01-30,173.9,1.0,0.54,0.54
NSE:SPORTKING-EQ,2025-01-30,90.26,1.0,0.54,0.54
NSE:SRF-EQ,2025-01-30,2831.15,1.0,0.55,0.55
NSE:SSWL-EQ,2025-01-30,194.95,1.0,0.58,0.58
NSE:STALLION-EQ,2025-01-30,102.92,1.0,0.56,0.56
NSE:STANLEY-EQ,2025-01-30,334.9,1.0,0.56,0.56
NSE:STAR-EQ,2025-01-30,658.65,1.0,0.59,0.59
NSE:STARCEMENT-EQ,2025-01-30,211.19,1.0,0.6,0.6
NSE:STARHEALTH-EQ,2025-01-30,434.95,1.0,0.58,0.58
NSE:STCINDIA-BE,2025-01-30,138.54,1.0,0.51,0.51
NSE:STERTOOLS-EQ,2025-01-30,489.65,1.0,0.52,0.52
NSE:STLTECH-EQ,2025-01-30,105.78,1.0,0.55,0.55
NSE:STOVEKRAFT-EQ,2025-01-30,807.55,1.0,0.55,0.55
NSE:STYLEBAAZA-EQ,2025-01-30,269.95,1.0,0.52,0.52
NSE:STYRENIX-EQ,2025-01-30,2580.1,0.0,0.5,0.5
NSE:SUBEXLTD-BE,2025-01-30,18.05,1.0,0.61,0.61
NSE:SUBROS-EQ,2025-01-30,635.2,1.0,0.59,0.59
NSE:SUDARSCHEM-EQ,2025-01-30,1052.5,1.0,0.6,0.6
NSE:SULA-EQ,2025-01-30,346.25,1.0,0.61,0.61
NSE:SUMICHEM-EQ,2025-01-30,519.4,0.0,0.5,0.5
NSE:SUNDARMHLD-EQ,2025-01-30,287.6,1.0,0.51,0.51
NSE:SUNDRMFAST-EQ,2025-01-30,998.65,1.0,0.57,0.57
NSE:SUNFLAG-EQ,2025-01-30,225.0,1.0,0.54,0.54
NSE:SUNPHARMA-EQ,2025-01-30,1739.1,1.0,0.58,0.58
NSE:SUNTECK-EQ,2025-01-30,470.2,1.0,0.61,0.61
NSE:SUNTV-EQ,2025-01-30,631.4,1.0,0.61,0.61
NSE:SUPRAJIT-EQ,2025-01-30,391.85,1.0,0.58,0.58
NSE:SUPREMEIND-EQ,2025-01-30,3773.05,1.0,0.55,0.55
NSE:SUPRIYA-EQ,2025-01-30,715.9,1.0,0.57,0.57
